KEY,en,notes,sp,fr,de,it,pt-br,zh
KEYWORD_LIFESTEAL_DESC_STACKLESS,Your next basic attack heals you for the amount of health damage it inflicts.,,El siguiente ataque básico cura a esta unidad según la cantidad de daño de salud que inflija.,Votre prochaine attaque de base vous soigne d'un montant de PV égal aux dégâts qu'elle inflige.,Dein nächster Grundangriff heilt dich in Höhe des verursachten Schadens.,Il tuo prossimo attacco base ti cura per la quantità di danno alla salute che infligge.,Seu próximo ataque básico cura você de forma equivalente ao dano à saúde causado.,"你的下一次基础攻击会根据造成的
伤害量为你恢复生命值。"
KEYWORD_LIFESTEAL2_DESC,Heals you equal to the amount of health damage dealt.,,La unidad se cura según la cantidad de daño de salud que inflija.,Vous soigne d'un montant de PV égal aux dégâts infligés.,Heilt dich in Höhe des verursachten Schadens.,Ti cura in modo pari alla quantità di danno alla salute inflitto.,Cura você de forma equivalente ao dano à saúde causado.,"根据造成的伤害量为你恢复生命值。
"
KEYWORD_LCKUP_NAME,Luck Up,,Suerte aumentada,Chance (+),Glück hoch,Fortuna +,Sorte Aumentada,幸运提升
KEYWORD_LCKUP_DESC,"Luck increased by {stacks}.
Luck affects base crit chance and all randomness.",,"La suerte aumenta en {stacks}.
La suerte afecta a la probabilidad de crítico base y a todo lo que depende del azar.","Chance +{stacks}.
La chance affecte les chances de coup critique de base ainsi que toute forme d'aléatoire.","Glück um {stacks} erhöht.
Glück wirkt sich auf die kritische Trefferchance und alle zufälligen Ereignisse aus.","La fortuna aumenta di {stacks}.
La fortuna influenza la probabilità di colpo critico base e di tutte le casualità.","A sorte é aumentada em {stacks}.
A sorte afeta a chance de crítico base e tudo que é aleatório.","幸运增加 {stacks} 点。
幸运影响基础暴击率和所有随机性。
"
KEYWORD_LCKDOWN_NAME,Luck Down,,Suerte reducida,Chance (-),Glück runter,Fortuna -,Sorte Diminuída,幸运下降
KEYWORD_LCKDOWN_DESC,"Luck decreased by {absstacks}.
Luck affects base crit chance and all randomness.",,"La suerte se reduce en {absstacks}.
La suerte afecta a la probabilidad de crítico base y a todo lo que depende del azar.","Chance -{absstacks}.
La chance affecte les chances de coup critique de base ainsi que toute forme d'aléatoire.","Glück um {absstacks} verringert.
Glück wirkt sich auf die kritische Trefferchance und alle zufälligen Ereignisse aus.","La fortuna diminuisce di {stacks}.
La fortuna influenza la probabilità di colpo critico base e di tutte le casualità.","A sorte é diminuída em {absstacks}.
A sorte afeta a chance de crítico base e tudo que é aleatório.","幸运减少 {absstacks} 点。
幸运影响基础暴击率和所有随机性。
"
KEYWORD_MADNESS_NAME,Madness,,Locura,Folie,Wahnsinn,Follia,Insanidade,疯狂
KEYWORD_MADNESS_DESC,Thinks everything is an enemy. Uncontrollable.,,Piensa que todos son enemigos. Incontrolable.,Tout lui semble être un ennemi. Incontrôlable.,Hält alles für einen Gegner. Unkontrollierbar.,Pensa che ogni cosa sia un nemico. Incontrollabile.,Pensa que tudo é um inimigo. Incontrolável.,视一切为敌。不受控制。
KEYWORD_MAGICWEAKNESS_NAME,Magic Weakness,,Debilidad mágica,Vulnérabilité magique,Magieschwäche,Debolezza Magica,Fraqueza Contra Magia,魔法弱点
KEYWORD_MAGICWEAKNESS_DESC,Incoming magic damage has 100% Crit Chance and can't miss.,,El daño mágico sufrido tiene un 100 % de probabilidad de crítico y no puede fallar.,Les dégâts que vous subissez ont 100&nbsp;% de chances de coup critique et touchent à coup sûr.,Erlittener magischer Schaden hat 100&nbsp;% kritische Trefferchance und kann nicht verfehlen.,Il danno magico in arrivo ha una probabilità di colpo critico del 100% e non può mancare il bersaglio.,O dano mágico sofrido possui 100% de chance de crítico e não pode errar.,"受到的
魔法伤害具有 100% 暴击率且必定命中。
"
KEYWORD_MANALEECHES_NAME,Mana Leeches,,Sanguijuelas de maná,Sangsue de mana,Manablutegel,Assorbi-Mana,Sanguessugas de Mana,法力水蛭
KEYWORD_MANALEECHES_NAME_APPLIER,{applier's} Mana Leeches,,Son las sanguijuelas de maná de {applier's}.,Sangsues de mana ({applier}).,Manablutegel von {applier},Assorbi-Mana di {applier},Sanguessugas de mana de {applier's},{applier}的法力水蛭
KEYWORD_MANALEECHES_DESC,Drains {stacks} mana at the end of the round.,,Absorbe {stacks} de maná al final de la ronda.,Draine {stacks} mana à la fin de la manche.,Saugen am Ende der Runde {stacks}&nbsp;Mana ab.,Prosciuga {stacks} di mana alla fine del round.,Drena {stacks} de mana no final da rodada.,在回合结束时吸取 {stacks} 点法力。
KEYWORD_MANALEECHES_DESC_APPLIER,Drains {stacks} mana at the end of {applier's} turn and gives it to {applier}.,,Absorbe {stacks} de maná al final del turno de {applier's} para dárselo a {applier}.,Draine {stacks} mana et les donne à {applier} à la fin de son tour.,Saugen am Ende vom Zug von {applier} {stacks}&nbsp;Mana ab und schreiben sie {applier} gut.,Prosciuga {stacks} di mana alla fine del turno di {applier} e lo fornisce a {applier}.,Drena {stacks} de mana no final do turno de {applier's} e a concede para {applier}.,"在 {applier} 的回合结束时吸取 {stacks} 点法力并给予 {applier}。
"
KEYWORD_MANALEECHES_DESC_STACKLESS,Drains mana from the leeched unit at the end of your turn.,,Absorbe maná de la unidad con sanguijuelas al final del turno.,Draine le mana de la victime de cet effet à la fin de votre tour.,Saugen am Ende deines Zuges Mana von der betroffenen Einheit ab.,Prosciuga mana dall'unità che subisce l'assorbimento alla fine del tuo turno.,Drena mana da unidade com sanguessuga de mana no final do seu turno.,"在你的回合结束时从被寄生单位吸取法力。
"
KEYWORD_MARKED_NAME,Marked,,Punto de mira,Marquage,Markiert,Marchio,Marcação,标记
KEYWORD_MARKED_DESC,"Incoming physical damage has 100% Crit Chance, ignores shield, and can't miss.",,"El daño físico sufrido tiene un 100 % de probabilidad de crítico, ignora el escudo y no puede fallar.","Les dégâts physiques que vous subissez ont 100&nbsp;% de chances de coup critique, ignorent la défense et touchent à coup sûr.","Erlittener physischer Schaden hat 100&nbsp;% kritische Trefferchance, ignoriert Schilde und kann nicht verfehlen.","Il danno fisico in arrivo ha una probabilità di critico del 100%, ignora lo scudo e non può mancare il bersaglio.","O dano físico sofrido possui 100% de chance de crítico, ignora escudos e não pode errar.","受到的物理伤害具有 100% 暴击率，
无视护盾，且必定命中。"
KEYWORD_MEATY_NAME,Meaty,,Carne jugosa,Bout de viande,Fleischig,Carnoso,Carnudo,多肉
KEYWORD_MEATY_DESC,Turns into meat when it dies.,,Se transforma en carne al morir.,Se change en viande à sa mort.,"Einheit verwandelt sich in Fleisch, wenn sie stirbt.",Si trasforma in carne quando muore.,Transforma-se em carne ao morrer.,死亡时变成肉块。
KEYWORD_MISSCHANCE_NAME,Miss Chance,,Probabilidad de fallo,Risques d'échec,Wahrscheinlichkeit zu verfehlen,Probabilità di mancare,Chance de Erro,未命中率
KEYWORD_MISSCHANCE_DESC,Miss chance increased by {stacks}%.,,La probabilidad de fallo aumenta en un {stacks} %.,Risques d'échec +{stacks}&nbsp;%.,"Wahrscheinlichkeit, dass Angriffe verfehlen, ist um {stacks}&nbsp;% erhöht.",La probabilità di mancare aumenta del {stacks}%.,A chance de erro é aumentada em {stacks}%.,未命中率增加 {stacks}%。
KEYWORD_MOVEMENTUP_NAME,Movement Up,,Movimiento aumentado,Déplacements (+),Bewegung hoch,Movimento +,Movimento Aumentado,移动力提升
KEYWORD_MOVEMENTUP_DESC,Basic movement range increased by {stacks}.,,El alcance del movimiento básico aumenta en {stacks}.,Portée de déplacement de base +{stacks}.,Bewegungsreichweite ist um {stacks} erhöht.,Il raggio di movimento base aumenta di {stacks}.,O alcance de movimento básico é aumentado em {stacks}.,基础移动距离增加 {stacks}。
KEYWORD_MOVEMENTUP_DESC_STACKLESS,Increases your basic movement's range.,,Aumenta el alcance del movimiento básico.,Augmente votre portée de déplacement de base.,Erhöht deine Bewegungsreichweite.,Aumenta il raggio del tuo movimento base.,Aumenta seu alcance de movimento básico.,增加你的基础移动距离。
KEYWORD_MOVEMENTDOWN_NAME,Movement Down,,Movimiento reducido,Déplacements (-),Bewegung runter,Movimento -,Movimento Diminuído,移动力下降
KEYWORD_MOVEMENTDOWN_DESC,Basic movement range decreased by {stacks}.,,El alcance del movimiento básico se reduce en {stacks}.,Portée de déplacement de base -{stacks}.,Bewegungsreichweite ist um {stacks} verringert.,Il raggio di movimento base diminuisce di {stacks}.,O alcance de movimento básico é diminuído em {stacks}.,基础移动距离减少 {stacks}。
KEYWORD_MOVEMENTDOWN_DESC_STACKLESS,Decreases your basic movement's range.,,Reduce el alcance del movimiento básico.,Diminue votre portée de déplacement de base.,Verringert deine Bewegungsreichweite.,Diminuisce il raggio del tuo movimento base.,Diminui seu alcance de movimento básico.,减少你的基础移动距离。
KEYWORD_BONUSMOVE_NAME,Bonus Move,,Bonificación de movimiento,Déplacement bonus,Bonusbewegung,Movimento Bonus,Movimento Bônus,奖励移动
KEYWORD_BONUSMOVE_DESC,An extra basic move that is saved across turns if unused.,,"Hay un movimiento básico extra que, de no usarse, se guarda para otro turno.","Un déplacement de base bonus, conservé d'un tour à l'autre s'il n'est pas utilisé.","Eine zusätzliche Bewegung, die über Züge hinweg erhalten bleibt, wenn sie nicht genutzt wird.",Un movimento base aggiuntivo che si conserva tra i turni se non viene utilizzato.,Um movimento básico adicional que persiste entre turnos se não for utilizado.,"一种额外的基础移动，如果未使用，
可以保留到后续回合。"
KEYWORD_BONUSMOVE_DESC_STACKS,{stacks} extra basic moves that are saved across turns if unused.,,"Hay {stacks} movimientos básicos extras que, de no usarse, se guardan para otro turno.","{stacks} déplacements de base bonus, conservés d'un tour à l'autre s'ils ne sont pas utilisés.","{stacks} zusätzliche Bewegungen, die über Züge hinweg erhalten bleiben, wenn sie nicht genutzt werden.",{stacks} movimenti base aggiuntivi che si conservano tra i turni se non vengono utilizzati.,{stacks} movimentos básicos adicionais que persistem entre turnos se não forem utilizados.,"{stacks} 次额外的基础移动，如果未使用，
可以保留到后续回合。"
KEYWORD_MUTED_NAME,Muted,,Silencio,Entrave magique,Stumm,Mutismo,Silêncio,沉默
KEYWORD_MUTED_DESC,{stacks} of your spells are disabled until {applier} dies.,,Se deshabilitan {stacks} hechizos de esta unidad hasta que {applier} muere.,{stacks} de vos sorts sont désactivés jusqu'à ce que {applier} meure.,"{stacks} deiner Zauber sind deaktiviert, bis {applier} stirbt.",{stacks} dei tuoi incantesimi sono disabilitati finché {applier} non muore.,{stacks} de seus encantamentos são desabilitados até que {applier} morra.,"{stacks} 个法术被禁用，直到 {applier} 死亡。
"
KEYWORD_MUTED_DESC_SINGULAR,One of your spells is disabled until {applier} dies.,,Se deshabilita un hechizo de esta unidad hasta que {applier} muere.,Un de vos sorts est désactivé jusqu'à ce que {applier} meure.,"Einer deiner Zauber ist deaktiviert, bis {applier} stirbt.",Uno dei tuoi incantesimi è disabilitato finché {applier} non muore.,Um de seus encantamentos é desabilitado até que {applier} morra.,"你的一个法术被禁用，直到 {applier} 死亡。
"
KEYWORD_MUTED_DESC_STACKLESS,Disables a random spell until the applier is killed.,,Deshabilita un hechizo al azar hasta que quien lo aplica muere.,Rend un de vos sorts inutilisable jusqu'à ce que l'applicateur de l'effet ne meure.,"Deaktiviert einen zufälligen Zauber, bis der Wirker stirbt.",Disabilita un incantesimo casuale finché chi l'ha lanciato non muore.,Desabilita um encantamento aleatório até quem o lançar morrer.,"禁用一个随机法术，直到施加者死亡。
"
KEYWORD_BONUSRANGE_NAME,Bonus Range,,Bonificación de alcance,Portée bonus,Bonusreichweite,Raggio d'Azione Bonus,Alcance Bônus,额外射程
KEYWORD_BONUSRANGE_DESC,Your next basic attack has +{stacks} range.,,El siguiente ataque básico tiene +{stacks} de alcance.,Portée de votre prochaine attaque de base +{stacks}.,Dein nächster Grundangriff hat +{stacks}&nbsp;Reichweite.,Il tuo prossimo attacco base ha +{stacks} al raggio d'azione.,Seu próximo ataque básico possui +{stacks} de alcance.,"你的下一次基础攻击拥有 +{stacks} 射程。
"
KEYWORD_BONUSRANGE_DESC_STACKLESS,Increases the range of your next basic attack.,,Aumenta el alcance del siguiente ataque básico.,Augmente la portée de votre prochaine attaque de base.,Erhöht die Reichweite deines nächsten Grundangriffs.,Aumenta il raggio d'azione del tuo prossimo attacco base.,Aumenta o alcance do seu próximo ataque básico.,增加你下一次基础攻击的射程。
KEYWORD_DOUBLERANGEDDMG_NAME,Double Ranged Damage,,Daño a distancia duplicado,Dégâts à distance doublés,Doppelter Fernkampfschaden,Danno a Distanza Doppio,Dano à Distância Dobrado,远程伤害翻倍
KEYWORD_DOUBLERANGEDDMG_DESC,All ranged physical attacks and abilities deal double damage.,,Todas las habilidades y los ataques físicos a distancia infligen el doble de daño.,Les attaques physiques à distance et compétences infligent des dégâts doublés.,Alle physischen Fernkampfangriffe und -fähigkeiten verursachen doppelten Schaden.,Tutti gli attacchi fisici a distanza e le abilità a distanza infliggono il doppio del danno.,Todos os ataques e habilidades físicos à distância possuem dano dobrado.,"所有远程物理攻击和技能造成的伤害翻倍。
"
KEYWORD_NOHEALTHREGEN_NAME,No Health Regen,,Sin regeneración de salud,PV statiques,Keine Lebensregeneration,Nessuna Rigenerazione Salute,Sem Regeneração de Saúde,无生命恢复
KEYWORD_NOHEALTHREGEN_DESC,Health won't regen automatically and does not regen at the end of battle.,,La salud no se regenera automáticamente ni se recupera al final del combate.,Les PV ne se régénèrent pas automatiquement ni en fin de combat.,"Leben regeneriert sich weder automatisch, noch am Kampfende.",La salute non si rigenera automaticamente e non si rigenera alla fine della battaglia.,A saúde não é regenerada automaticamente ou no final da batalha.,"生命值不会自动恢复，
战斗结束时也不会恢复。"
KEYWORD_NOMANAREGEN_NAME,No Mana Regen,,Sin regeneración de maná,Mana statique,Keine Manaregeneration,Nessuna Rigenerazione Mana,Sem Regeneração de Mana,无法力恢复
KEYWORD_NOMANAREGEN_DESC,Mana won't regen automatically.,,El maná no se regenera automáticamente.,Le mana ne se régénère pas automatiquement.,Mana regeneriert sich nicht automatisch.,Il mana non si rigenera automaticamente.,A mana não é regenerada automaticamente.,法力值不会自动恢复。
KEYWORD_OSTRACIZED_NAME,Ostracized,,Ostracismo,Paria,Geächtet,Ostracizzazione,Ostracismo,被排挤
KEYWORD_OSTRACIZED_DESC,Every unit sees this as an enemy and will attack it with priority.,,Todas las demás unidades la consideran un enemigo y tienen la prioridad de atacarla.,Considéré par chaque unité comme un ennemi à attaquer en priorité.,Jede Einheit betrachtet diese Einheit als Gegner und greift sie mit Priorität an.,Chiunque considera questa unità come nemica e l'attaccherà prima delle altre.,Todas as unidades vêem isto como um inimigo e atacam sempre que possível.,"所有单位都会将其视为敌人并优先攻击。
"
KEYWORD_CAPTUREDFAMILIAR_NAME,Captured Familiar,,Familiar capturado,Familier capturé,Gefangener Begleiter,Famiglio Catturato,Familiar Capturado,捕获的使魔
KEYWORD_CAPTUREDFAMILIAR_DESC,"Was once an enemy, is now on your team. Will follow you to future battles if it doesn't die.",,"Era enemigo, pero se pasa a tu grupo. Si no muere, lucha contigo en futuros combates.","Autrefois un ennemi, il fait maintenant partie de votre équipe. Il vous suivra dans vos combats tant qu'il ne meurt pas.","War einst ein Gegner, kämpft jetzt aber für dein Team. Folgt dir in zukünftige Kämpfe, wenn er nicht stirbt.","Una volta era un nemico, ora è nella tua squadra. Ti seguirà nelle battaglie future se non muore.","Já foi um inimigo, agora está na sua equipe. Segue você em batalhas futuras se não morrer.","曾经是敌人，现在加入了你的队伍。
如果不死，将会跟随你进入后续的战斗。
"
KEYWORD_PETRIFY_NAME,Petrify,,Petrificación,Pétrification,Versteinern,Pietrificazione,Petrificação,石化
KEYWORD_PETRIFY_DESC,It's a rock for {stacks} turns.,,Se transforma en roca durante {stacks} turnos.,Se change en pierre pendant {stacks} tours.,Ist {stacks}&nbsp;Züge versteinert.,È una roccia per {stacks} turni.,Torna-se uma pedra por {stacks} turnos.,变成岩石，持续 {stacks} 回合。
KEYWORD_PETRIFY_DESC_SINGULAR,It's a rock for 1 turn.,,Se transforma en roca durante 1 turno.,Se change en pierre pendant 1&nbsp;tour.,Ist noch 1&nbsp;Zug versteinert.,È una roccia per 1 turno.,Torna-se uma pedra por 1 turno.,变成岩石，持续 1 回合。
KEYWORD_PETRIFY_DESC_STACKLESS,Becomes a rock temporarily.,,Se transforma en roca temporalmente.,Se change en pierre temporairement.,Wird zeitweise zum Stein.,Diventa temporaneamente una roccia.,Torna-se uma pedra temporariamente.,暂时变成岩石。
KEYWORD_POISON_NAME,Poison,,Veneno,Poison,Gift,Veleno,Veneno,中毒
KEYWORD_POISON_DESC,Takes {stacks} damage at the start of each of its turns. Incoming healing is less effective but cures 1 Poison.,,"Sufre {stacks} de daño al inicio de cada turno. La curación resulta menos efectiva, pero cura 1 de veneno.","Subit {stacks} dégâts au début de chacun de ses tours. Les soins reçus sont moins efficaces, mais soignent 1&nbsp;Poison.","Erleidet am Anfang seiner Züge {stacks}&nbsp;Schaden. Eingehende Heilung ist weniger effektiv, heilt aber 1&nbsp;Gift.",Subisce {stacks} danno all'inizio di ognuno dei suoi turni. Le cure in arrivo sono meno efficaci ma curano 1 Veleno.,"Sofre {stacks} de dano no início de cada um de seus turnos. Qualquer cura recebida é menos efetiva, porém cura 1 de veneno.","在每个回合开始时受到 {stacks} 点伤害。
受到的治疗效果降低，
但会治愈 1 层中毒。"
KEYWORD_POISON_DESC_STACKLESS,Takes damage at the start of every turn. Incoming healing is less effective but cures 1 Poison.,,"Sufre daño al inicio de cada turno. La curación resulta menos efectiva, pero cura 1 de veneno.","Subit des dégâts au début de chacun de ses tours. Les soins reçus sont moins efficaces, mais soignent 1&nbsp;Poison.","Erleidet am Anfang seiner Züge Schaden. Eingehende Heilung ist weniger effektiv, heilt aber 1&nbsp;Gift.",Subisce danno all'inizio di ognuno dei suoi turni. Le cure in arrivo sono meno efficaci ma curano 1 Veleno.,"Sofre dano no início de cada turno. Qualquer cura recebida é menos efetiva, porém cura 1 de veneno.","在每个回合开始时受到伤害。
受到的治疗效果降低，
但会治愈 1 层中毒。"
KEYWORD_POISONLACE_NAME,Poison Lace,,Dosis de veneno,Attaque empoisonnée,Giftversetzt,Laccio Velenoso,Ataque Envenenado,涂毒
KEYWORD_POISONLACE_DESC,Basic attack inflicts +{stacks} Poison.,,El ataque básico inflige +{stacks} de veneno.,Votre attaque de base inflige Poison +{stacks}.,Grundangriff verursacht +{stacks}&nbsp;Gift.,L'attacco base infligge +{stacks} Veleno.,O ataque básico aplica +{stacks} de veneno.,基础攻击施加 +{stacks} 层中毒。
KEYWORD_POISONLACE_DESC_STACKLESS,Basic attack inflicts Poison.,,El ataque básico inflige veneno.,Votre attaque de base inflige Poison.,Grundangriff verursacht Gift.,L'attacco base infligge Veleno.,O ataque básico aplica veneno.,基础攻击施加中毒。
KEYWORD_WPOISONLACE_NAME,Poison Lace (Weapon),,Dosis de veneno (arma),Attaque empoisonnée (arme),Giftversetzt (Waffe),Laccio Velenoso (Arma),Ataque Envenenado (Arma),涂毒 (武器)
KEYWORD_WPOISONLACE_DESC,Your weapon inflicts +{stacks} Poison.,,El arma inflige +{stacks} de veneno.,Votre arme inflige Poison +{stacks}.,Deine Waffe verursacht +{stacks}&nbsp;Gift.,La tua arma infligge +{stacks} Veleno.,Sua arma aplica +{stacks} de veneno.,你的武器施加 +{stacks} 层中毒。
KEYWORD_WPOISONLACE_DESC_STACKLESS,Your weapon inflicts Poison.,,El arma inflige veneno.,Votre arme inflige Poison.,Deine Waffe verursacht Gift.,La tua arma infligge Veleno.,Sua arma aplica veneno.,你的武器施加中毒。
KEYWORD_POISONOUS_NAME,Poisonous,,Envenenamiento,Toxique,Giftig,Avvelenamento,Venenoso,带毒
KEYWORD_POISONOUS_DESC,Inflicts Poison {stacks} to units that contact you.,,Inflige {stacks} de veneno a las unidades que entran en contacto con esta.,Inflige Poison {stacks} aux unités qui vous touchent.,"Verursacht Gift&nbsp;{stacks} bei Einheiten, die dich berühren.",Infligge Veleno {stacks} alle unità che ti toccano.,Aplica veneno {stacks} em unidades que entrarem em contato com você.,"对接触你的单位施加 {stacks} 层中毒。
"
KEYWORD_POISONOUS_DESC_STACKLESS,Inflicts Poison to units that contact you.,,Inflige veneno a las unidades que entran en contacto con esta.,Inflige Poison aux unités qui vous touchent.,"Verursacht Gift bei Einheiten, die dich berühren.",Infligge Veleno alle unità che ti toccano.,Aplica veneno em unidades que entrarem em contato com você.,对接触你的单位施加中毒。
KEYWORD_POSSESED_NAME,Possessed,,Posesión,Possession,Besessen,Possessione,Possessão,被附身
KEYWORD_POSSESSED_DESC,Takes {stacks} extra turns and is uncontrollable and charmed on those turns.,,"Esta unidad juega {stacks} turnos extras, durante los cuales se muestra incontrolable y embrujada.",Joue {stacks} tours bonus durant lesquels il est incontrôlable et envoûté.,Erhält {stacks}&nbsp;zusätzliche Züge. Einheit ist während dieser Züge unkontrollierbar und erleidet Charme.,L'unità effettua {stacks} turni aggiuntivi ed è incontrollabile e ammaliata in quei turni.,Obtém {stacks} turnos adicionais e não pode ser controlado ou enfeitiçado nesses turnos.,"获得 {stacks} 个额外回合，
在这些回合中无法控制且处于魅惑状态。
"
KEYWORD_POSSESSED_DESC_SIGNULAR,Takes an extra turn and is uncontrollable and charmed on that turn.,,"Esta unidad juega un turno extra, durante el cual se muestra incontrolable y embrujada.",Joue 1&nbsp;tour bonus durant lequel il est incontrôlable et envoûté.,Erhält einen zusätzlichen Zug. Einheit ist während dieses Zuges unkontrollierbar und erleidet Charme.,L'unità effettua un turno aggiuntivo ed è incontrollabile e ammaliata in quel turno.,Obtém um turno adicional e não pode ser controlado ou enfeitiçado nesses turnos.,"获得一个额外回合，
在该回合中无法控制且处于魅惑状态。
"
KEYWORD_POSSESSED_DESC_STACKLESS,Takes an extra Charmed turn.,,"Esta unidad juega un turno extra, durante el cual está embrujada.",Joue 1&nbsp;tour bonus durant lequel il subit Envoûtement.,"Erhält einen zusätzlichen Zug, bei dem die Einheit unter Charme leidet.",L'unità effettua un turno aggiuntivo con Ammaliamento.,Obtém um turno adicional de feitiço.,获得一个额外的魅惑回合。
KEYWORD_PREEMTIVECOUNTER_NAME,Preemptive Counter,,Contrataque preventivo,Riposte préventive,Präventiver Konter,Contrattacco Preventivo,Contra-Ataque Preventivo,先制反击
KEYWORD_PREEMTIVECOUNTER_DESC,"Attack the next {stacks} things that target you before they attack you, automatically.",,Esta unidad ataca automáticamente a los siguientes {stacks} entes que la apunten antes de que la ataquen.,Attaque automatiquement les {stacks} prochaines choses qui vous ciblent avant qu'elles ne vous attaquent.,"Greife automatisch die nächsten {stacks}&nbsp;Einheiten an, die dich anvisieren, bevor sie dich angreifen.",Attacchi automaticamente le successive {stacks} cose che ti prendono di mira prima che loro attacchino te.,Ataque automaticamente as próximas {stacks} coisas que pretenderem atacar você antes que esses ataques sejam realizados.,"自动在接下来的
 {stacks} 个目标攻击你之前对其进行攻击。
"
KEYWORD_PREEMTIVECOUNTER_DESC_STACKLESS,"Attack the next thing that targets you before it attacks you, automatically.",,Esta unidad ataca automáticamente al siguiente ente que la apunte antes de que la ataque.,Attaque automatiquement la prochaine chose qui vous cible avant qu'elle ne vous attaque.,"Greife automatisch die nächste Einheit an, die dich anvisiert, bevor sie dich angreift.",Attacchi automaticamente la successiva cosa che ti prende di mira prima che attacchi te.,Ataque automaticamente a próxima coisa que pretender atacar você antes que esse ataque seja realizado.,"自动在下一个目标攻击你之前对其进行攻击。
"
KEYWORD_QUIVERED_NAME,Bonus Attack,,Bonificación de ataque,Attaque bonus,Bonusangriff,Attacco Bonus,Ataque Bônus,奖励攻击
KEYWORD_QUIVERED_DESC,{stacks} extra basic attacks that are saved across turns if unused.,,"Hay {stacks} ataques básicos extras que, de no usarse, se guardan para otro turno.","{stacks} attaques de base bonus, conservées d'un tour à l'autre si elle ne sont pas utilisées.","{stacks} zusätzliche Angriffe, die über Züge hinweg erhalten bleiben, wenn sie nicht genutzt werden.",{stacks} attacchi base aggiuntivi che vengono conservati tra i turni se non vengono utilizzati.,{stacks} ataques básicos adicionais que persistem entre turnos se não forem utilizados.,"{stacks} 次额外基础攻击，如果未使用，
可保留至下一回合。"
KEYWORD_QUIVERED_DESC_STACKLESS,An extra basic attack that is saved across turns if unused.,,"Hay un ataque básico extra que, de no usarse, se guarda para otro turno.","Une attaque de base bonus, conservée d'un tour à l'autre si elle n'est pas utilisée.","Ein zusätzlicher Angriff, der über Züge hinweg erhalten bleibt, wenn er nicht genutzt wird.",Un attacco base aggiuntivo che viene conservato tra i turni se non viene utilizzato.,Um ataque básico adicional que persiste entre turnos se não for utilizado.,"一次额外基础攻击，如果未使用，
可保留至下一回合。"
KEYWORD_RANGEUP_NAME,Range Up,,Alcance aumentado,Portée (+),Reichweite hoch,Raggio d'Azione +,Alcance Aumentado,射程提升
KEYWORD_RANGEUP_DESC,Range increased by {stacks}.,,El alcance aumenta en {stacks}.,Portée +{stacks}.,Reichweite um {stacks} erhöht.,Il raggio d'azione aumenta di {stacks}.,O alcance é aumentado em {stacks}.,射程增加 {stacks}。
KEYWORD_RANGEUP_DESC_STACKLESS,Increases the range of your basic attack and projectile abilities.,,Aumenta el alcance del ataque básico y las habilidades con proyectiles.,Augmente la portée de votre attaque de base et de vos capacités à projectiles.,Erhöht die Reichweite deines Grundangriffs und deiner Geschossfähigkeiten.,Aumenta il raggio d'azione del tuo attacco base e delle abilità con i proiettili.,Aumenta o alcance do seu ataque básico e de habilidades de projéteis.,"增加你的基础攻击和投射物技能的射程。
"
KEYWORD_RANDOMINJURY_NAME,Random Injury,,Lesión al azar,Blessure aléatoire,Zufällige Verletzung,Ferita Casuale,Ferimento Aleatório,随机创伤
KEYWORD_RANDOMINJURY_DESC,"Gain a random injury that lowers one of your stats by 1, permanently.",,Sufre una lesión al azar que reduce para siempre uno de los atributos en 1.,Vous subissez une blessure aléatoire qui diminue l'une de vos statistiques de 1&nbsp;de façon permanente.,"Erleide eine zufällige Verletzung, die eines deiner Attribute dauerhaft um 1 verringert.",Subisci una ferita casuale che riduce una delle tue statistiche di 1 in modo permanente.,Obtenha um ferimento aleatório que diminui permanentemente um de seus atributos em 1.,"获得一个随机创伤，
永久使你的一项属性降低 1 点。
"
KEYWORD_HEALRANDOMINJURY_NAME,Cure Random Injury,,Cura para lesión al azar,Soin d'une blessure aléatoire,Zufällige Verletzung heilen,Cura Ferita Casuale,Curar Ferimento Aleatório,治愈随机创伤
KEYWORD_HEALRANDOMINJURY_DESC,"Cure a random injury that was permanently lowering one of your stats, if you have any.",,"Cura una lesión al azar que reducía para siempre uno de los atributos, si la tenía.",Soigne aléatoirement une blessure qui diminuait de façon permanente l'une de vos statistiques.,"Heile eine zufällige Verletzung, die eines deiner Attribute dauerhaft um 1 verringert hat, falls du eine hast.",Cura una ferita casuale (se ne hai una) che stava riducendo permanentemente una delle tue statistiche.,"Cure um ferimento aleatório que estava diminuindo permanentemente um de seus atributos, se você possuir algum.","治愈一个永久降低你属性的随机创伤（如果有）。
"
KEYWORD_SPARKLE_NAME,Sparkle,,Destello,Étincelle,Funken,Scintilla,Fagulha,火花
KEYWORD_SPARKLE_DESC,A projectile that deals 1 magic damage to a random enemy.,,Lanza un proyectil que inflige 1 de daño mágico a un enemigo al azar.,Un projectile qui inflige 1&nbsp;dégât magique à un ennemi aléatoire.,"Ein Geschoss, das einem zufälligen Gegner 1&nbsp;magischen Schaden zufügt.",Un proiettile che infligge 1 di danno magico a un nemico casuale.,Um projétil que causa 1 de dano mágico a um inimigo aleatório.,"一个对随机敌人造成 1 点魔法伤害的投射物。
"
KEYWORD_TEMPITEM_NAME,Temporary Item,,Objeto temporal,Objet temporaire,Temporärer Gegenstand,Oggetto Temporaneo,Item Temporário,临时物品
