KEY,en,notes,sp,fr,de,it,pt-br,zh
CUTSCENE_KAIJUFIGHT,The kaijus are bringing the fight to you!,,¡Los kaijus te involucran en su enfrentamiento!,Les kaijus cherchent la bagarre&nbsp;!,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!,怪兽们主动找上门来了！
CUTSCENE_KAIJUFIGHT_REMATCH,The kaijus are bringing the fight to you!,,¡Los kaijus te involucran en su enfrentamiento!,Les kaijus cherchent la bagarre&nbsp;!,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!,怪兽们主动找上门来了！
CUTSCENE_TERMINATOR_1,The C-800 seeks you!,,¡El C-800 te busca!,C-800 vous cherche&nbsp;!,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!,C-800 正在搜寻你！
CUTSCENE_TERMINATOR_1_REMATCH,The C-800 seeks you!,,¡El C-800 te busca!,C-800 vous cherche&nbsp;!,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!,C-800 正在搜寻你！
CUTSCENE_TERMINATOR_2,The C-1000 is on the prowl!,,¡El C-1000 está al acecho!,C-1000 vous traque&nbsp;!,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!,C-1000 正在潜行猎杀！
CUTSCENE_TERMINATOR_2_REMATCH,The C-1000 is on the prowl!,,¡El C-1000 está al acecho!,C-1000 vous traque&nbsp;!,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!,C-1000 正在潜行猎杀！
CUTSCENE_TERMINATOR_3,Hitler is back!,,¡Hitler ha vuelto!,Hitler est de retour&nbsp;!,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!,希特勒回来了！
CUTSCENE_TERMINATOR_3_REMATCH,Hitler is back!,,¡Hitler ha vuelto!,Hitler est de retour&nbsp;!,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!,希特勒回来了！
,,,,,,,,
//npc favor unlocks,,,,,,,,
FAVOR_BEANIES_INTRO,A special job.,,Un encargo especial.,Un travail spécial.,Eine ganz besondere Aufgabe.,Un incarico speciale.,Um trabalho especial.,一份特殊的工作。
FAVOR_BEANIES_REPEAT,A side quest item.,,Un objeto de misión secundaria.,Un objet de quête secondaire.,Ein Gegenstand für eine Nebenquest.,Un oggetto per una missione secondaria.,Um item de missão secundária.,一个支线任务物品。
FAVOR_BUTCH_UPGRADE,Upgrade your item storage.,,Mejora tu almacén de objetos.,Une amélioration pour le rangement de vos objets.,Wertet deinen Lagerplatz auf.,Potenzia il deposito oggetti.,Aprimore seu armazenamento de itens.,升级你的物品仓库。
FAVOR_TINK_BOW,It's a secret!,,¡Es un secreto!,C'est un secret&nbsp;!,Ein Geheimnis!,È un segreto!,É segredo!,这是个秘密！
FAVOR_TINK_TAGS,Something to help organize your cats.,,Algo para ayudarte a organizar los gatos.,Quelque chose pour mieux organiser vos chats.,"Etwas, das dir hilft, deine Katzen zu sortieren.",Qualcosa per aiutarti a organizzare i tuoi gatti.,Algo para ajudar você a organizar seus gatos.,某种有助于整理猫咪的东西。
FAVOR_TINK_BASESTATS,Information to help breed cats.,,Información para ayudarte a hacer que los gatos se apareen.,Des informations pour le croisement des chats.,Information über das Züchten von Katzen.,Informazioni per aiutarti ad allevare i gatti.,Informações para ajudar a cruzar gatos.,有助于繁育猫咪的信息。
FAVOR_TINK_INBREEDING,A way to check a cat's ancestry.,,Una forma de comprobar la ascendencia de un gato.,Une manière d'en savoir plus sur la généalogie d'un chat.,"Eine Möglichkeit, die Abstammung deiner Katzen anzuzeigen.",Un modo per verificare la discendenza di un gatto.,Uma forma de conferir a árvore genealógica do seu gato.,查看猫咪血统的方法。
FAVOR_TINK_AGRESSION,Information to help understand a cat's personality.,,Información para comprender mejor la personalidad de un gato.,Des informations pour comprendre la personnalité d'un chat.,Infos über die Persönlichkeit deiner Katzen.,Informazioni per aiutarti a capire la personalità di un gatto.,Informações para ajudar você a compreender a personalidade de um gato.,有助于了解猫咪性格的信息。
FAVOR_TINK_SEXUALITY,Gaydar.,,Gaydar.,Un gaydar.,Gaydar.,Gaydar.,Gaydar.,同志雷达。
FAVOR_TINK_RELATIONSHIPS,Information to help understand a cat's relationships.,,Información para comprender mejor las relaciones de un gato.,Des informations pour comprendre les relations d'un chat.,Infos über die Beziehungen deiner Katzen.,Informazioni per aiutarti a capire le relazioni di un gatto.,Informações para ajudar você a compreender os relacionamentos de um gato.,有助于了解猫咪关系的信息。
FAVOR_TINK_MAX,25 coins,,25 monedas.,25&nbsp;pièces.,25&nbsp;Münzen,25 monete.,25 moedas.,25 硬币
FAVOR_FRANK_ATTIC,An attic.,,Un desván.,Un grenier.,Ein Dachboden.,Una soffitta.,Um sótão.,一个阁楼。
FAVOR_FRANK_ROOM,Another room for your house.,,Otra habitación para tu casa.,Une autre pièce dans votre maison.,Ein neues Zimmer für dein Haus.,Un'altra stanza per la tua casa.,Outro cômodo para a sua casa.,你房子的另一个房间。
FAVOR_FRANK_PARASITE,A random parasite.,,Un parásito al azar.,Un parasite au hasard.,Ein zufälliger Parasit.,Un parassita casuale.,Um parasita aleatório.,一个随机寄生虫。
FAVOR_JACK_UPGRADE,More furniture for sale.,,Más muebles a la venta.,Plus de meubles à vendre.,Mehr Möbel zum Verkauf.,Altri mobili in vendita.,Mais móveis à venda.,更多待售家具。
FAVOR_JACK_MAX,Increase the chance of rare furniture in the shop.,,Aumenta la probabilidad de que haya muebles inusuales en la tienda.,Augmentation de la probabilité de meubles rares dans la boutique.,Erhöht die Wahrscheinlichkeit für seltene Möbel im Shop.,Aumenta la probabilità di trovare mobili rari nel negozio.,Aumenta a chance de móveis raros na loja.,增加商店中出现稀有家具的几率。
FAVOR_TRACY_FOOD,Stocks a food box.,,Pone a la venta una caja de comida.,Garde une boîte de nourriture.,Bietet eine Futterbox zum Verkauf an.,Contiene una scatola di cibo.,Armazena uma caixa de comida.,上架一个食物箱。
FAVOR_TRACY_COLLAR,Stocks a blank collar.,,Pone a la venta un collar en blanco.,Garde un collier vierge.,Bietet ein leeres Halsband zum Verkauf an.,Contiene un collare in bianco.,Armazena uma coleira vazia.,上架一个空白项圈。
FAVOR_TRACY_IDOL,Stocks a special furniture idol.,,"Pone a la venta un ídolo, un mueble especial.",Garde une idole spéciale.,Bietet ein besonderes Idol zum Verkauf an.,Contiene un idolo d'arredamento speciale.,Armazena um ídolo de móvel especial.,上架一个特殊家具神像。
FAVOR_TRACY_RARE,Stock a random rare item for cheap.,,Pone a la venta un objeto inusual barato al azar.,Garde un objet rare aléatoire pour pas cher.,Bietet einen zufälligen seltenen Gegenstand zum Sonderpreis an.,Contiene un oggetto raro casuale a basso prezzo.,Armazena um item raro aleatório de baixo custo.,廉价上架一个随机稀有物品。
FAVOR_GRINDER_UPGRADE,Recovers more stuff from lost runs.,,Recupera más cosas de las partidas perdidas.,Récupère plus d'objets des parties perdues.,Rettet mehr Gegenstände nach verlorenen Abenteuern.,Recupera più oggetti dalle partite fallite.,Recupera mais coisas de partidas perdidas.,从失败的冒险中回收更多东西。
FAVOR_GRINDER_SYRINGE,A random disorder syringe.,,Una jeringuilla que inflige un trastorno al azar.,Une seringue d'un trouble au hasard.,Eine Spritze mit einer zufälligen Krankheit.,Una siringa per un disturbo casuale.,Uma seringa com um transtorno aleatório.,一个随机病症注射器。
