KEY,en,notes,sp,fr,de,it,pt-br,zh
NPC_POPUP_FIRST_HOUSE_HINT_RETIRED_4,"[img:confused]They are old and worthless,
but at least have a fighting chance!",Tink,"[img:confused]Son viejos y no valen nada,
pero, al menos, tienen alguna posibilidad en combate.","[img:confused]Ils sont vieux et ne valent plus rien,
mais au moins, ils ont peut-être une chance de l'importer&nbsp;!","[img:confused]Die sind zwar alt und wertlos,
aber im Kampf haben sie noch eine Chance!","[img:confused]Sono vecchi e inutili,
ma almeno hanno una possibilità di reagire!","[img:confused]Eles são velhos e inúteis,
mas pelo menos têm uma chance de lutar!","[img:confused]它们老了且没用，
但至少还有一搏的机会！"
NPC_POPUP_JACK_INTRODUCTION_1,"Hey Dude!
I was lookin' in your windows and seen you got lotsa cool junk in there!",Jack,"¡Eh, tú!
Estaba espiando por tu ventana y he visto que tienes un montón de trastos chulos.","Hé, toi là&nbsp;!
Je regardais par ta fenêtre et j'ai vu que t'avais tout plein de trucs chouettes dedans&nbsp;!","Hey!
Ich hab durch deine Fenster gesehen, dass du ganz schön cooles Zeugs da drin hast!","Ehi, tu!
Stavo guardando dalle tue finestre e ho visto che hai un sacco di roba fantastica lì dentro!","E aí, camarada!
Eu estava olhando pelas suas janelas e vi que você tem um monte de coisas legais aí dentro!","嘿，伙计！
我刚透过你的窗户看见你那儿有好多酷炫的东西！"
NPC_POPUP_JACK_INTRODUCTION_2,"Oh me?
I'm Baby Jack!
At least that's what the people around here call me...",Jack,"¿Yo?
Me llamo Bebé Jack.
O así es como me llama la gente de por aquí, vaya...","Ah, moi&nbsp;?
Je suis le p'tit Jack&nbsp;!
En tout cas, c'est comme ça que les gens m'appellent ici...","Wer, ich?
Ich bin Baby Jack!
So nennen mich jedenfalls die Leute hier&nbsp;…","Oh, chi sono io?
Baby Jack!
Almeno è così che mi chiamano qui...","Ah, eu?
Eu sou o bebê Jack!
Pelo menos é assim que as pessoas me chamam por aqui...","哦我？
我是小杰克！
至少这里的人都这么叫我……"
NPC_POPUP_JACK_INTRODUCTION_3,"[img:happy]My Nona says its cuz of how talented I am.
I'm a superhero you know?!",Jack,"[img:happy]Mi abuelita dice que es porque tengo mucho talento.
Soy un superhéroe, ¿sabes?","[img:happy]Ma mamie elle dit que c'est parce que j'ai du talent.
Je suis un super-héros, tu sais&nbsp;?!","[img:happy]Meine Nona sagt, dass das wegen meiner Talente ist. Ich bin nämlich ein Superheld!","[img:happy]Mia nonna dice che è per il mio talento.
Sono un supereroe, sai?!","[img:happy]Minha Nona diz que é por causa do meu talento.
Eu sou um super-herói, sabia?!","[img:happy]我奶奶说那是因为我很有才华。
我可是超级英雄哦？！"
NPC_POPUP_JACK_INTRODUCTION_4,"[img:default]Nona also says good boys do nice things,
so I got's a gift for ya!",Jack,"[img:default]La abuelita también dice que los chicos buenos hacen cosas buenas,
así que tengo un regalo para ti.","[img:default]Mamie elle dit aussi que les bons garçons ils doivent être gentils.
Alors, j'ai un cadeau pour toi&nbsp;!","[img:default]Nona sagt außerdem, dass gute Jungs nette Dinge tun sollen. Also ist hier ein Geschenk für dich!","[img:default]Nonna dice anche che i bravi ragazzi si comportano bene,
quindi ho un regalo per te!","[img:default]Nona também diz que bons meninos fazem coisas boas,
então eu tenho um presente pra você!","[img:default]奶奶还说乖孩子会做好事，
所以我给你带了礼物！"
NPC_POPUP_JACK_INTRODUCTION_5,"What I just gived you, that's what rich people call
[b]""furniture""[/b].",Jack,"Lo que te he dado es lo que la gente rica llama
[b]mueble[/b].","Ce que je t'ai donné, on appelle ça
un [b]meuble[/b] chez les riches.","Was ich dir da gerad gegeben hab&nbsp;… Reiche Leute haben von sowas ganz viel. Die nennen das
[b]„Möbel“[/b].","La gente ricca chiama quello che ti ho appena dato
[b]""mobile""[/b].","O que eu acabei de te dar é o que os ricos chamam de
[b]""móveis""[/b].","我刚给你的，那是有钱人所说的
[b]“家具”[/b]。"
NPC_POPUP_JACK_INTRODUCTION_6,"[img:happy]Furniture around these parts is filled with Jesus juice!
[s:.7][img:whispering]But we can talk about that later.[/s]",Jack,"[img:happy]Los muebles de por aquí están rellenos de juguito de Jesús.
[s:.7][img:whispering]Pero ya hablaremos de eso luego.[/s]","[img:happy]Les meubles dans le coin sont pleins de jus de Jésus&nbsp;!
[s:.7][img:whispering]Mais ça, on en parlera plus tard.[/s]","[img:happy]Möbel in der Gegend hier sind voller Jesussaft!
[s:.7][img:whispering]Aber darüber können wir später sprechen.[/s]","[img:happy]I mobili qui attorno sono pieni di succo di Gesù!
[s:.7][img:whispering]Ma ne riparleremo più tardi.[/s]","[img:happy]Os móveis por aqui estão cheios da essência de Jesus!
[s:.7][img:whispering]Mas nós podemos falar sobre isso depois.[/s]","[img:happy]这些地方的家具都浸满了耶稣汁！
[s:.7][img:whispering]但我们可以稍后再谈这个。[/s]"
NPC_POPUP_JACK_INTRODUCTION_7,"[img:default]See that tab up there?
Click it, then you can fill your house will all kinda junk!",Jack,"[img:default]¿Ves esa pestaña de ahí?
Haz clic en ella y podrás llenar tu casa con un montón de trastos.","[img:default]Tu vois l'onglet là-haut&nbsp;?
Clique dessus, et tu pourras mettre tout un tas de bric-à-brac dans ta maison&nbsp;!","[img:default]Siehst du diesen Reiter dort oben?
Klick ihn an und du kannst allen möglichen Müll in dein Haus stellen!","[img:default]Vedi quella scheda lassù?
Cliccaci sopra, poi potrai riempire casa tua di ciarpame di ogni tipo!","[img:default]Está vendo aquela aba ali em cima?
Clique nela e você poderá encher sua casa com todo tipo de tralha!","[img:default]看到上面的标签了吗？
点击它，然后你就可以用各种杂物填满你的房子！"
NPC_POPUP_JACK_INTRODUCTION_7_GAMEPAD,"[img:default]See that tab up there?
Select it, then you can fill your house will all kinda junk!",Jack,"[img:default]¿Ves esa pestaña de ahí?
Selecciónala y podrás llenar tu casa con un montón de trastos.","[img:default]Tu vois l'onglet là-haut&nbsp;?
Sélectionne-le et tu pourras mettre tout un tas de bric-à-brac dans ta maison&nbsp;!","[img:default]Siehst du diesen Reiter dort oben?
Wähle ihn aus und du kannst allen möglichen Müll in dein Haus stellen!","[img:default]Vedi quella scheda lassù?
Selezionala, poi potrai riempire casa tua di ciarpame di ogni tipo!","[img:default]Está vendo aquela aba ali em cima?
Selecione-a e você poderá encher sua casa com todo tipo de tralha!","[img:default]看到上面的标签了吗？
选择它，然后你就可以用各种杂物填满你的房子！"
NPC_POPUP_JACK_INTRODUCTION_8,"If you need me, I'll be with Nona in my lil' shack!
[img:happy]See ya!",Jack,"Si me necesitas, estaré con la abuelita en mi chabola.
[img:happy]¡Nos vemos!","Si t'as besoin de moi, je serai avec mamie dans ma petite cabane&nbsp;!
[img:happy]À plus&nbsp;!","Wenn du mich brauchst, ich bin in meiner kleinen Hütte, zusammen mit Nona!
[img:happy]Bis dann!","Se hai bisogno di me, mi trovi con nonna nella mia piccola baracca!
[img:happy]Ci vediamo!","Se precisar de mim, estarei com a Nona na minha cabana!
[img:happy]Até mais!","如果你需要我，我会和诺娜呆在我的小屋里！
[img:happy]回见！"
NPC_POPUP_STEVEN_SAVESCUM_INTRO_1,"[img:happy]Oh Hey! It's me, Steven!",Steven,"[img:happy]¡Eh, hola! Soy yo, Steven.","[img:happy]Oh, hé&nbsp;! C'est moi, Steven&nbsp;!","[img:happy]Oh, hey! Ich bin‘s, Steven!","[img:happy]Oh, ciao! Sono io, Steven!","[img:happy]Oh, olá! Sou eu, Steven!",[img:happy]哦，嘿！是我，斯蒂文！
NPC_POPUP_STEVEN_SAVESCUM_INTRO_2,"[img:pondering]You may know me from such games as Time Fcuk,
The End is Nigh or
[s:1.2]The Binding of Isaac! [/s]",Steven,"[img:pondering]Quizá me conozcas de juegos como Time Fcuk,
The End is Nigh o
[s:1.2]The Binding of Isaac.[/s]","[img:pondering]Tu m'as peut-être vu dans des jeux comme [i]Time Fcuk[/i],
[i]The End is Nigh[/i] ou même
[s:1.2][i]The Binding of Isaac[/i]&nbsp;![/s]","[img:pondering]Vielleicht kennst du mich aus Spielen wie Time Fcuk,
The End is Nigh oder
[s:1.2]The Binding of Isaac![/s]","[img:pondering]Forse ti ricordi di me in giochi come Time Fcuk,
The End is Nigh o
[s:1.2]The Binding of Isaac! [/s]","[img:pondering]Talvez você me conheça de jogos como Time Fcuk,
The End is Nigh ou
[s:1.2]The Binding of Isaac! [/s]","[img:pondering]你可能知道我来自《时间错误》、《终结将至》或
[s:1.2]《以撒的结合》！[/s]"
NPC_POPUP_STEVEN_SAVESCUM_INTRO_3,[img:default]But from here on out you're probably going to remember me as that Mr. Resetti guy.,Steven,"[img:default]Pero a partir de ahora, seguramente también me recuerdes como el Sr. Resetti.","[img:default]Mais à partir de maintenant, pour toi, je serai probablement celui qui vient quand tu fais des bêtises.",[img:default]Aber ab jetzt wirst du mich wohl als einen Abklatsch von Resetti in Erinnerung behalten.,[img:default]Ma d'ora in poi probabilmente mi conoscerai come Mr. Resetti.,"[img:default]Mas daqui pra frente você provavelmente vai se lembrar de mim como aquele cara, o Sr. Resetti.",[img:default]但从现在开始，你可能会记住我作为那个Mr. Resetti的家伙。
NPC_POPUP_STEVEN_SAVESCUM_INTRO_4,[img:bored] . . . ,Steven,[img:bored] . . . ,[img:bored] . . .,[img:bored]… ,[img:bored] . . .,[img:bored] . . . ,[img:bored] . . .
NPC_POPUP_STEVEN_SAVESCUM_INTRO_5,"[img:happy]Yeah, I'm here because I can see you are [a:shake]fcuking[/a] with the game save. ",Steven,"[img:happy]Sí, estoy aquí porque veo que la estás [a:shake]liando[/a] con el archivo de guardado del juego. ","[img:happy]Et ouais, si je suis là, c'est parce que je peux voir que tu [a:shake]maltraites[/a] ta sauvegarde.","[img:happy]Also, ich bin hier, weil ich sehen kann, dass du an deinem Speicherstand [a:shake]herumgepfuscht[/a] hast. ","[img:happy]Sì, sono qui perché vedo che stai [a:shake]mandando al diavolo[/a] i salvataggi del gioco.","[img:happy]Olha, eu estou aqui porque posso ver que você está [a:shake]alterando[/a] o arquivo de salvamento do jogo.",[img:happy]是的，我在这里是因为我看到你在[a:shake]操纵[/a]游戏存档。
NPC_POPUP_STEVEN_SAVESCUM_INTRO_6,"[img:bored]Or maybe you just ""accidentally"" exited during combat.",Steven,[img:bored]O quizá solo hayas salido «accidentalmente» durante un combate...,[img:bored]Ou peut-être que tu as juste «&nbsp;accidentellement&nbsp;» quitté pendant un combat.,[img:bored]Vielleicht hast du das Spiel ja auch nur „aus Versehen“ mitten im Kampf beendet.,"[img:bored]O forse ti è solo ""accidentalmente"" capitato di uscire durante un combattimento.","[img:bored]Ou talvez você tenha só saído ""acidentalmente"" durante o combate.",[img:bored]或者你只是“意外”在战斗中退出了。
NPC_POPUP_STEVEN_SAVESCUM_INTRO_7,[s:1.2]Suuuuure.[/s],Steven,[s:1.2]Claaaro.[/s],[s:1.2]Maiiis ouiii.[/s],[s:1.2]Natüüüüürlich.[/s],[s:1.2]Cooooome no.[/s],[s:1.2]Claaaaaaro.[/s],[s:1.2]真是太“巧”了。[/s]
NPC_POPUP_STEVEN_SAVESCUM_INTRO_8,[img:default]Sadly there are consequences to messing with fate... and I'm here to dish them out.,Steven,"[img:default]Por desgracia, jugar con el destino tiene consecuencias, y yo estoy aquí para traértelas.","[img:default]Cependant, jouer avec le destin a des conséquences... et c'est à moi de les appliquer.","[img:default]Leider gibt es ernsthafte Konsequenzen, wenn man versucht, mit seinem Schicksal zu spielen&nbsp;… und ich bin hier, um diese Konsequenzen durchzusetzen.",[img:default]Purtroppo interferire con il destino comporta delle conseguenze... e io sono qui per infliggerle.,"[img:default]Infelizmente, desafiar o destino tem consequências... e eu estou aqui para aplicá-las.",[img:default]遗憾的是，玩弄命运是有后果的……而我就是来执行这些后果的。
NPC_POPUP_STEVEN_SAVESCUM_INTRO_9,"[img:angry]Maybe
I'll burn your house down... ",Steven,"[img:angry]Quizá
queme tu casa... ","[img:angry]Peut-être
que je brûlerai ta maison...",[img:angry]Vielleicht sollte ich dein Haus niederbrennen&nbsp;… ,"[img:angry]Forse
potrei bruciarti casa...","[img:angry]Talvez
Eu queime sua casa...","[img:angry]也许
我会烧掉你的房子……"
NPC_POPUP_STEVEN_SAVESCUM_INTRO_10,[img:veryangry][s:1.5]OR KILL YOUR PARENTS!!![/s],Steven,[img:veryangry][s:1.5]¡O MATE A TUS PADRES![/s],[img:veryangry][s:1.5]OU QUE J'ASSASSINERAI TES PARENTS&nbsp;!!![/s],[img:veryangry][s:1.5]ODER DEINE ELTERN UMLEGEN!!![/s],[img:veryangry][s:1.5]O UCCIDERE I TUOI GENITORI!!![/s],[img:veryangry][s:1.5]OU MATE SEUS PAIS!!![/s],[img:veryangry][s:1.5]或者杀了你的父母！！！[/s]
NPC_POPUP_STEVEN_SAVESCUM_INTRO_11,"[img:default]No, seriously
I dish out [s:.8]IRL curses[/s]",Steven,"[img:default]No, en serio,
mis consecuencias [s:.8]son muy reales.[/s]","[img:default]Non, sans déconner,
Je distribue des [s:.8]malédictions dans la vraie vie[/s].","[img:default]Nein, ernsthaft, meine Flüche verfolgen dich [s:.8]bis ins echte Leben[/s].","[img:default]Dico sul serio.
Posso lanciare [s:.8]maledizioni nella vita reale[/s].","[img:default]Não, sério.
Eu distribuo [s:.8]palavrões na vida real[/s]","[img:default]不，认真地说
我施加的是[s:.8]现实诅咒[/s]"
NPC_POPUP_STEVEN_SAVESCUM_INTRO_12,Like those ones where someone calls you at 3am...,Steven,Del tipo en el que te llaman por teléfono a las tres de la mañana.,Comme celles où ton téléphone sonne à 3&nbsp;heures du mat'...,"So wie der Fluch, wenn dich jemand um 3&nbsp;Uhr nachts anruft&nbsp;…",Come quelle in cui ricevi una telefonata alle 3 del mattino...,Tipo aquelas ligações que fazem às 3h da manhã...,就像有人在凌晨3点给你打电话那样……
NPC_POPUP_STEVEN_SAVESCUM_INTRO_13,[img:paranoid]Then Bloody Mary comes out of the mirror and kills you!,Steven,[img:paranoid]Y luego la Verónica sale del espejo y te mata.,"[img:paranoid]Et qu'après, Bloody Mary surgit du miroir pour te tuer&nbsp;!","[img:paranoid]Und ein blutiger Geist aus deinem Spiegel steigt, um dich zu holen!",[img:paranoid]Poi Bloody Mary esce dallo specchio e ti uccide!,[img:paranoid]Então a loira do banheiro sai do espelho e te mata!,[img:paranoid]然后血腥玛丽会从镜子里出来杀了你！
NPC_POPUP_STEVEN_SAVESCUM_INTRO_14,"[img:default]it's like that,
but worse, [img:angry]because this is
[s:1.2]REAL real![/s]",Steven,"[img:default]Como eso,
pero peor, [img:angry]porque esto es
[s:1.2]real realísimo.[/s]","[img:default]Moi, je suis comme ça,
mais en pire. [img:angry]Crois-moi, c'est
[s:1.2]100&nbsp;% RÉEL&nbsp;![/s]","[img:default]Nur sind meine Flüche schlimmer. [img:angry]Viel, viel
[s:1.2]SCHLIMMER![/s]","[img:default]Tipo così, insomma,
ma peggio, [img:angry]perché questa è
[s:1.2]vera REALTÀ![/s]","[img:default]É bem assim,
só que pior, [img:angry]porque isto é
[s:1.2]real de verdade![/s]","[img:default]就是这样的，
但更糟，[img:angry]因为这是
[s:1.2]真·现实的！[/s]"
NPC_POPUP_STEVEN_SAVESCUM_INTRO_15,[img:bored]. . . ,Steven,[img:bored]. . . ,[img:bored]. . .,[img:bored]… ,[img:bored]. . .,[img:bored]. . . ,[img:bored]. . .
NPC_POPUP_STEVEN_SAVESCUM_INTRO_16,[img:questioning]So let me break down the rules.,Steven,[img:questioning]Así que deja que te explique las reglas.,[img:questioning]Je t'explique quelques règles de base.,"[img:questioning]Also, lass mich dir mal erklären, wie das hier funktioniert.",[img:questioning]Per cui lasciami spiegare le regole.,"[img:questioning]Então, deixa eu explicar as regras.",[img:questioning]那么让我来拆解规则。
NPC_POPUP_STEVEN_SAVESCUM_INTRO_17,"[img:default]If you try and mess with the save during combat, each run you get one pass!",Steven,"[img:default]Si intentas trastear el archivo de guardado durante el combate, tienes una oportunidad por aventura.",[img:default]T'as le droit de faire des choses obscures avec ta sauvegarde pendant le combat qu'une fois par excursion&nbsp;!,"[img:default]Wenn du versuchst, deinen Speicherstand während eines Kampfes zu manipulieren, schaue ich genau einmal weg.",[img:default]Se provi a manomettere un salvataggio durante un combattimento... ti darò un jolly per partita!,"[img:default]Se tentar alterar o arquivo de salvamento durante o combate, você vai ter apenas uma chance de escapar em cada jogo!",[img:default]如果你在战斗中尝试修改存档，每次运行你只有一次机会！
NPC_POPUP_STEVEN_SAVESCUM_INTRO_18,[img:angry][s:1.2]ONE CHANCE![/s],Steven,[img:angry][s:1.2]¡UNA UNIDAD DE OPORTUNIDAD![/s],[img:angry][s:1.2]UNE SEULE FOIS&nbsp;![/s],[img:angry][s:1.2]NUR EIN EINZIGES MAL![/s],[img:angry][s:1.2]UNA POSSIBILITÀ![/s],[img:angry][s:1.2]UMA CHANCE![/s],[img:angry][s:1.2]只有一次机会！[/s]
NPC_POPUP_STEVEN_SAVESCUM_INTRO_19,[img:veryangry][s:1.5]ONE OOPSIE DO-OVER![/s],Steven,"[img:veryangry][s:1.5]¡UN «VAYA, NO SABÍA LO QUE HACÍA»![/s]",[img:veryangry][s:1.5]TU N'AS QU'UNE SECONDE CHANCE&nbsp;![/s],[img:veryangry][s:1.5]EINMAL IST KEINMAL![/s],[img:veryangry][s:1.5]UNA SOLA OCCASIONE DI REDENZIONE![/s],[img:veryangry][s:1.5]UMA CHANCEZINHA PARA CONSERTAR O ERRO![/s],[img:veryangry][s:1.5]唯一的重来一次机会！[/s]
NPC_POPUP_STEVEN_SAVESCUM_INTRO_20,"[img:winking]After that, the gloves are off and I just start coming through the monitor making a brain slushie!",Steven,"[img:winking]Después de eso, atravesaré tu monitor y me haré un puré con tu cerebro.","[img:winking]Après ça, je réponds plus de rien, et je vais sortir de l'écran pour t'exploser la cervelle&nbsp;!",[img:winking]Danach gibt es jedoch keine Gnade mehr und ich steige einfach durch deinen Monitor und hau dich zu Brei!,"[img:winking]Dopodiché, toglierò i guanti e inizierò a infilarmi per il monitor per trasformarti il cervello in granita!","[img:winking]Depois disso, a coisa fica séria e eu começo a aparecer no monitor fazendo uma lambança só!",[img:winking]之后，手套就脱了，我会直接穿过显示器把你变成大脑果昔！
NPC_POPUP_STEVEN_SAVESCUM_INTRO_21,[img:happy]Understood!?,Steven,[img:happy]¡¿Lo has entendido?!,[img:happy]Capiche&nbsp;!?,[img:happy]Verstanden?!,[img:happy]Capito?!,[img:happy]Entendido!?,[img:happy]明白了！？
NPC_POPUP_STEVEN_SAVESCUM_INTRO_22,[img:bored]. . . ,Steven,[img:bored]. . . ,[img:bored]. . .,[img:bored]… ,[img:bored]. . .,[img:bored]. . . ,[img:bored]. . .
NPC_POPUP_STEVEN_SAVESCUM_INTRO_23,"[img:questioning]If you wanna [s:1.2][b]save and exit[/b][/s] without seeing me, just do it from the map or whatever!",Steven,"[img:questioning]Si quieres [s:1.2][b]guardar y salir[/b][/s] sin verme, hazlo desde el mapa o lo que sea.","[img:questioning]Si tu veux [s:1.2][b]sauvegarder et quitter[/b][/s] sans avoir affaire à moi, eh bah, tu le fais depuis la carte. C'est pas compliqué&nbsp;!","[img:questioning]Wenn du [s:1.2][b]speichern und beenden[/b][/s] willst, ohne mich zu sehen, dann mach das einfach von der Karte aus oder so!","[img:questioning]Se vuoi [s:1.2][b]salvare e uscire[/b][/s] senza vedermi, fallo dalla mappa o saranno guai!","[img:questioning]Se você quiser [s:1.2][b]salvar e sair[/b][/s] sem me ver, basta fazer isso pelo mapa ou qualquer outro meio!",[img:questioning]如果你想[s:1.2][b]保存并退出[/b][/s]而不见到我，只需要从地图或者其他地方做就行！
NPC_POPUP_STEVEN_SAVESCUM_INTRO_24,[img:happy]See you soon!,Steven,[img:happy]¡Nos vemos!,"[img:happy]Allez, à tout bientôt&nbsp;!",[img:happy]Wir sehen uns!,[img:happy]A presto!,[img:happy]Até breve!,[img:happy]回头见！
NPC_POPUP_STEVEN_SAVESCUM_100_1,i,Steven,soy,je,ich,io,eu,我
NPC_POPUP_STEVEN_SAVESCUM_100_2,am,Steven,un,suis,bin,sono,sou,上午
NPC_POPUP_STEVEN_SAVESCUM_100_3,error,Steven,error,erreur,fehler,errore,um erro,错误
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_1,"Well it seems we meet again.  Yep it's me,
Steven.",Steven,"Vaya, parece que volvemos a vernos. Sí, soy yo,
Steven.","Comme on se retrouve. Eh oui, c'est moi, Steven.","So sieht man sich wieder. Jup, ich bin‘s,
Steven.","Beh, a quanto pare ci rivediamo. Sì, sono io.
Steven.","Bom, parece que nos encontramos de novo. Sim, sou eu,
Steven.","看起来我们又见面了。是的，是我，
Steven。"
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_2,"[img:pondering]You may know me from such games as Time Fcuk,
The End is Nigh or
[s:1.2]The Binding of Isaac! [/s]",Steven,"[img:pondering]Quizá me conozcas de juegos como Time Fcuk,
The End is Nigh o
[s:1.2]The Binding of Isaac.[/s]","[img:pondering]Tu m'as peut-être vu dans des jeux comme [i]Time Fcuk[/i],
[i]The End is Nigh[/i] ou même
[s:1.2][i]The Binding of Isaac[/i]&nbsp;![/s]","[img:pondering]Vielleicht kennst du mich aus Spielen wie Time Fcuk,
The End is Nigh oder
[s:1.2]The Binding of Isaac![/s]","[img:pondering]Forse ti ricordi di me in giochi come Time Fcuk,
The End is Nigh o
[s:1.2]The Binding of Isaac! [/s]","[img:pondering]Talvez você me conheça de jogos como Time Fcuk,
The End is Nigh ou
[s:1.2]The Binding of Isaac! [/s]","[img:pondering]你可能知道我来自《时间错误》、《终结将至》或
[s:1.2]《以撒的结合》！[/s]"
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_3,[img:default]But from here on out you're probably going to remember me as that Mr. Resetti guy.,Steven,"[img:default]Pero a partir de ahora, seguramente también me recuerdes como el Sr. Resetti.","[img:default]Mais à partir de maintenant, pour toi, je serai probablement celui qui vient quand tu fais des bêtises.",[img:default]Aber ab jetzt wirst du mich wohl als einen Abklatsch von Resetti in Erinnerung behalten.,[img:default]Ma d'ora in poi probabilmente mi conoscerai come Mr. Resetti.,"[img:default]Mas daqui pra frente você provavelmente vai se lembrar de mim como aquele cara, o Sr. Resetti.",[img:default]但从现在开始，你可能会记住我作为那个Mr. Resetti的家伙。
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_4, . . . ,Steven, . . . ,. . ., … ,..., . . . ,. . .
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_5,"[img:happy]Yeah, I'm here because I can see you are [a:shake]fcuking[/a] with the game save. ",Steven,"[img:happy]Sí, estoy aquí porque veo que la estás [a:shake]liando[/a] con el archivo de guardado del juego. ","[img:happy]Et ouais, si je suis là, c'est parce que je peux voir que tu [a:shake]maltraites[/a] ta sauvegarde.","[img:happy]Also, ich bin hier, weil ich sehen kann, dass du an deinem Speicherstand [a:shake]herumgepfuscht[/a] hast. ","[img:happy]Sì, sono qui perché vedo che stai [a:shake]mandando al diavolo[/a] i salvataggi del gioco.","[img:happy]Olha, eu estou aqui porque posso ver que você está [a:shake]alterando[/a] o arquivo de salvamento do jogo.",[img:happy]是的，我在这里是因为我看到你在[a:shake]操纵[/a]游戏存档。
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_6,"[img:default]Sadly, there are consequences to messing with fate... and I'm here to dish them out.",Steven,"[img:default]Por desgracia, jugar con el destino tiene consecuencias, y yo estoy aquí para traértelas.","[img:default]Cependant, jouer avec le destin a des conséquences... et c'est à moi de les appliquer.","[img:default]Leider gibt es ernsthafte Konsequenzen, wenn man versucht, mit seinem Schicksal zu spielen&nbsp;… und ich bin hier, um diese Konsequenzen durchzusetzen.",[img:default]Purtroppo interferire con il destino comporta delle conseguenze... e io sono qui per infliggerle.,"[img:default]Infelizmente, desafiar o destino tem consequências... e eu estou aqui para aplicá-las.",[img:default]可悲的是，干预命运是会有后果的……我就是来实施这些后果的。
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_7,"[img:angry]Maybe
I'll burn your house down... ",Steven,"[img:angry]Quizá
queme tu casa... ","[img:angry]Peut-être
que je brûlerai ta maison...",[img:angry]Vielleicht sollte ich dein Haus niederbrennen&nbsp;… ,"[img:angry]Forse
potrei bruciarti casa...","[img:angry]Talvez
Eu queime sua casa...","[img:angry]也许
我会烧掉你的房子……"
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_8,[img:veryangry][s:1.5]OR KILL YOUR PARENTS!!![/s],Steven,[img:veryangry][s:1.5]¡O MATE A TUS PADRES![/s],[img:veryangry][s:1.5]OU QUE J'ASSASSINERAI TES PARENTS&nbsp;!!![/s],[img:veryangry][s:1.5]ODER DEINE ELTERN UMLEGEN!!![/s],[img:veryangry][s:1.5]O UCCIDERE I TUOI GENITORI!!![/s],[img:veryangry][s:1.5]OU MATE SEUS PAIS!!![/s],[img:veryangry][s:1.5]或者杀了你的父母！！！[/s]
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_9,[s:1.5]!  !  ![/s],Steven,[s:1.5]¡!  ¡!  ¡![/s],[s:1.5]!&nbsp;!&nbsp;![/s],[s:1.5]!  !  ![/s],[s:1.5]! ! ![/s],[s:1.5]!  !  ![/s],[s:1.5]！ ！ ！[/s]
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_10,"[img:default]No seriously
I dish out [s:.8]IRL curses[/s]",Steven,"[img:default]No, en serio,
mis consecuencias [s:.8]son muy reales.[/s]","[img:default]Non, sans déconner,
Je distribue des [s:.8]malédictions dans la vraie vie[/s].","[img:default]Nein, ernsthaft, meine Flüche verfolgen dich [s:.8]bis ins echte Leben[/s].","[img:default]Dico sul serio.
Posso lanciare [s:.8]maledizioni nella vita reale[/s].","[img:default]Não, sério.
Eu distribuo [s:.8]palavrões na vida real[/s]","[img:default]说真的
我诅咒的是真实生活中的咒语[s:.8]IRL curses[/s]"
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_11,like those ones where someone calls you at 3am...,Steven,Del tipo en el que te llaman por teléfono a las tres de la mañana.,Comme celles où ton téléphone sonne à 3&nbsp;heures du mat'...,"So wie der Fluch, wenn dich jemand um 3&nbsp;Uhr nachts anruft&nbsp;…",Come quelle in cui ricevi una telefonata alle 3 del mattino...,Tipo aquelas ligações que fazem às 3h da manhã...,就像那种有人凌晨3点打电话给你的情况……
NPC_POPUP_STEVEN_SAVESCUM_INTRO_HOUSEBOSS_12,[img:paranoid]Then Bloody Mary comes out of the mirror and kills you!,Steven,[img:paranoid]Y luego la Verónica sale del espejo y te mata.,"[img:paranoid]Et qu'après, Bloody Mary surgit du miroir pour te tuer&nbsp;!","[img:paranoid]Und ein blutiger Geist aus deinem Spiegel steigt, um dich zu holen!",[img:paranoid]Poi Bloody Mary esce dallo specchio e ti uccide!,[img:paranoid]Então a loira do banheiro sai do espelho e te mata!,[img:paranoid]然后血腥玛丽会从镜子里出来杀了你！
